name,city,region,holes,distance_mi,tee_name,gender,rating,slope,yardage,notes
San Ramon Royal Vista Golf Course,"San Ramon, CA",NC,18,,Championship,M,72.0,122,6466,Par 72; municipal
Sherwood Forest Golf Course,"Sanger, CA",NC,18,,Back,M,69.8,126,6345,Par 71
Pruneridge Golf Course,"Santa Clara, CA",NC,18,,Back,M,29.3,98,1770,9-hole par 30 executive
Santa Clara Golf & Tennis Club,"Santa Clara, CA",NC,18,,Back,M,72.3,119,6722,Par 72; municipal
De Laveaga Golf Course,"Santa Cruz, CA",NC,18,,Back,M,70.0,136,6010,Par 72; municipal
Delaveaga Golf and Lodge,"Santa Cruz, CA",NC,18,,Back,M,70.0,136,6010,Par 72; same course as De Laveaga GC
Bennett Valley Golf Course,"Santa Rosa, CA",NC,18,,Back,M,71.0,121,6583,Par 72; municipal
Fairgrounds Golf Center,"Santa Rosa, CA",NC,18,,Back,M,28.7,101,1500,9-hole par 29 executive
Fountaingrove Resort & Country Club,"Santa Rosa, CA",NC,18,,Back,M,73.3,135,6940,Par 72; private
Oakmont Golf Club (East),"Santa Rosa, CA",NC,18,,White,M,59.8,94,4293,Executive (no par 5s); 36-hole facility
Oakmont Golf Club (West),"Santa Rosa, CA",NC,18,,White,M,69.6,120,6059,Par 72; back tees play ~6379
Santa Rosa Golf & Country Club,"Santa Rosa, CA",NC,18,,Back,M,72.6,134,6733,Par 72; private
Wikiup Golf Course,"Santa Rosa, CA",NC,18,,Back,M,57.7,91,3223,9-hole par 60; closed since 2017 (Tubbs Fire)
Saratoga Country Club,"Saratoga, CA",NC,18,,Back,M,32.5,123,2290,9-hole par 34; private
Valley Gardens Golf Course,"Scotts Valley, CA",NC,18,,Back,M,60.2,93,3562,Par 64; may be closed
Sebastopol Golf Course,"Sebastopol, CA",NC,18,,Back,M,57.8,86,2992,9-hole par 62
Selma Valley Golf Course,"Selma, CA",NC,18,,Back,M,64.7,107,5391,Par 69
Cameron Park Country Club,"Shingle Springs, CA",NC,18,,Back,M,72.0,126,6531,Par 72; private
Los Arroyos Golf Club,"Sonoma, CA",NC,18,,Back,M,,,1950,Par 29 executive; closed 2010
Mountain Springs Golf & Country Club,"Sonora, CA",NC,18,,Black,M,71.9,128,6665,Par 72; RMG design
Phoenix Lake Golf Course,"Sonora, CA",NC,18,,Back,M,33.2,115,2711,9-hole par 35
Bijou Municipal Golf Course,"South Lake Tahoe, CA",NC,18,,Back,M,31.6,100,2002,9-hole par 32; municipal
Lake Tahoe Golf Course,"South Lake Tahoe, CA",NC,18,,Back,M,70.9,120,6800,Par 71; municipal
Tahoe Paradise Golf Course,"South Lake Tahoe, CA",NC,18,,Back,M,59.9,94,4028,Par 66 executive
California Golf Club of San Francisco,"South San Francisco, CA",NC,18,,Back,M,73.2,139,6735,Par 72; private
Brookside Country Club,"Stockton, CA",NC,18,,Blue,M,72.1,126,6720,Par 72; private
Elkhorn Country Club,"Stockton, CA",NC,18,,Blue,M,72.0,131,6559,Par 72
Lyons Golf Course,"Stockton, CA",NC,18,,Back,M,60.5,98,4107,Par 64; closed 2012
Oakmoore Golf Course,"Stockton, CA",NC,18,,Back,M,,,3465,9-hole par 36; rating not assigned
"Reserve at Spanos Park, The","Stockton, CA",NC,18,,Gold,M,74.2,133,6977,Par 72; back tees 7132
Stockton Golf & Country Club,"Stockton, CA",NC,18,,Back,M,70.8,124,6432,Par 71; private
Swenson Park Golf Course (18),"Stockton, CA",NC,18,,Back,M,71.5,120,6649,Par 72; municipal
Swenson Park Golf Course (9),"Stockton, CA",NC,18,,Back,M,,,1380,9-hole par 27 par-3 executive
Van Buskirk Park Golf Course,"Stockton, CA",NC,18,,Champions,M,72.2,118,6928,Par 72; municipal
Venetian Gardens Golf Course,"Stockton, CA",NC,18,,Back,M,,,747,9-hole par 27 par-3
Canyon Lake Country Club,"Sun City, CA",NC,18,,Back,M,68.7,123,5927,Par 71; private (Canyon Lake)
Moffett Field Golf Club,"Sunnyvale, CA",NC,18,,Back,M,71.6,122,6572,Par 72; military/public
Sunken Gardens Golf Course,"Sunnyvale, CA",NC,18,,Back,M,28.4,86,1502,9-hole par 29 executive; municipal
Sunnyvale Municipal Golf Course,"Sunnyvale, CA",NC,18,,Blue,M,70.2,118,6248,Par 70; municipal
Sunol Valley Golf Course (Cypress Course),"Sunol, CA",NC,18,,Back,M,69.8,120,6195,Par 72
Sunol Valley Golf Course (Palm Course),"Sunol, CA",NC,18,,Back,M,72.4,126,6843,Par 72
Buena Vista Golf Course,"Taft, CA",NC,18,,Back,M,72.9,124,6710,Par 72; public
Old River Golf Course,"Tracy, CA",NC,18,,Back,M,69.7,118,6213,Par 72; public
Tracy Golf & Country Club,"Tracy, CA",NC,18,,Blue,M,72.5,124,6639,Par 72; private
Coyote Moon Golf Club,"Truckee, CA",NC,18,,Black,M,73.6,140,7177,Par 72
"Golf Club at Gray's Crossing, The","Truckee, CA",NC,18,,Back,M,74.3,140,7466,Par 72
Lahontan Golf Club,"Truckee, CA",NC,18,,Back,M,73.7,138,7214,Par 72; private
Northstar at Tahoe Resort,"Truckee, CA",NC,18,,Back,M,72.4,139,6781,Par 72
Ponderosa Golf Course,"Truckee, CA",NC,18,,Back,M,35.9,113,3018,9-hole par 36; municipal
Schaffer's Mill Club,"Truckee, CA",NC,18,,Back,M,72.9,139,7010,Par 71; private
Tahoe Donner Golf Club,"Truckee, CA",NC,18,,Back,M,74.1,134,7002,Par 72
Tulare Golf Course,"Tulare, CA",NC,18,,Back,M,71.8,124,6762,Par 72; municipal
Turlock Golf & Country Club,"Turlock, CA",NC,18,,Blue,M,72.5,129,6641,Par 72; private
Twain Harte Golf Club,"Twain Harte, CA",NC,18,,Back,M,30.5,98,1784,9-hole par 29 executive
Ukiah Municipal Golf Course,"Ukiah, CA",NC,18,,Back,M,69.7,129,5850,Par 70; municipal (Ukiah Valley)
Cypress Lakes Golf Course,"Vacaville, CA",NC,18,,Back,M,72.6,122,6796,Par 72; military/public
Green Tree Golf Club,"Vacaville, CA",NC,18,,Back,M,69.9,119,6267,Par 71; municipal
Blue Rock Springs Golf Course (East),"Vallejo, CA",NC,18,,Back,M,70.0,127,6162,Par 70; municipal
Blue Rock Springs Golf Course (West),"Vallejo, CA",NC,18,,Back,M,69.1,125,6014,Par 71; municipal
Hiddenbrooke Golf Club,"Vallejo, CA",NC,18,,Back,M,72.8,142,6678,Par 72; Arnold Palmer design
Joe Mortara Golf Course,"Vallejo, CA",NC,18,,Back,M,28.6,87,1581,9-hole par 28 executive; municipal
Mare Island Golf Club,"Vallejo, CA",NC,18,,Blue,M,69.8,124,6150,Par 70; claims oldest course west of Mississippi (1892)
La Contenta Golf Club,"Valley Springs, CA",NC,18,,Back,M,70.2,125,6425,Par 71
Oak Patch Golf Course,"Visalia, CA",NC,18,,Back,M,27.8,80,1314,9-hole par 29; closed 2007
Valley Oaks Golf Club (Oaks),"Visalia, CA",NC,18,,Back,M,70.7,125,6549,Par 72; Oaks/Lakes combo; municipal
Valley Oaks Golf Club (Valley),"Visalia, CA",NC,18,,Back,M,70.6,123,6564,Par 72; Valley/Oaks combo; municipal
Visalia Country Club,"Visalia, CA",NC,18,,Blue,M,72.4,132,6668,Par 72; private
Boundary Oak Golf Course,"Walnut Creek, CA",NC,18,,Black,M,74.0,134,7100,Par 72; municipal
Diablo Hills Golf Course,"Walnut Creek, CA",NC,18,,Back,M,32.8,105,2302,9-hole par 34
Rossmoor Golf Course (Creekside/North Course),"Walnut Creek, CA",NC,18,,Back,M,68.4,121,2997,9-hole par 36 (18-tee)
Rossmoor Golf Course (Dollar/South Course),"Walnut Creek, CA",NC,18,,Back,M,69.3,127,6162,Par 72; Dollar Ranch course
Wasco Valley Rose Champions Golf Club,"Wasco, CA",NC,18,,Blue,M,74.1,126,6862,Par 72; may have closed
Pajaro Valley Golf Club,"Watsonville, CA",NC,18,,Back,M,70.6,125,6664,Par 72
Spring Hills Golf Course,"Watsonville, CA",NC,18,,Back,M,68.7,114,6218,Par 71
Windsor Golf Club,"Windsor, CA",NC,18,,Back,M,71.7,127,6650,Par 72; municipal
Wild Wings Golf Club,"Woodland, CA",NC,18,,Back,M,35.1,127,3157,9-hole par 36
Yolo Fliers Club,"Woodland, CA",NC,18,,Back,M,73.0,128,6858,Par 72; private
Vintner's Golf Club,"Yountville, CA",NC,18,,Back,M,66.3,121,2819,9-hole par 34 (18-tee)
Vintner's Golf Course,"Yountville, CA",NC,18,,Back,M,66.3,121,2819,9-hole par 34; same as Vintner's GC
Mallard Lake Golf Center,"Yuba City, CA",NC,18,,Back,M,32.5,110,2698,9-hole par 34
Chula Vista Golf Course,"Bonita, CA",SD,18,,Back,M,72.3,128,6759,Par 73; municipal
San Luis Rey Downs Golf & Country Club,"Bonsall, CA",SD,18,,Blue,M,73.0,136,6746,Par 72; closed 2014
Borrego Springs Resort (Desert Willow),"Borrego Springs, CA",SD,18,,Championship,M,71.2,123,6570,Par 72; Desert Willow/Mesquite combo
Borrego Springs Resort (Mesquite),"Borrego Springs, CA",SD,18,,Championship,M,71.2,123,6570,Par 72; Desert Willow/Mesquite combo
Borrego Springs Resort (The Palms),"Borrego Springs, CA",SD,18,,Back,M,,,,9-hole; now The Springs at Borrego; rating not published
De Anza Desert Country Club,"Borrego Springs, CA",SD,18,,Back,M,72.1,123,6778,Par 72; private
Rams Hill Country Club,"Borrego Springs, CA",SD,18,,Championship,M,72.9,130,6866,Par 72
Road Runner Club,"Borrego Springs, CA",SD,18,,Back,M,,,2445,Par 54 par-3
La Costa Resort & Spa (North course),"Carlsbad, CA",SD,18,,Back,M,74.8,137,7500,Par 72; Omni La Costa; redesigned 2024
La Costa Resort and Spa (South course),"Carlsbad, CA",SD,18,,Back,M,74.6,138,7077,Par 72; Omni La Costa
Rancho Carlsbad Country Club,"Carlsbad, CA",SD,18,,Back,M,50.4,73,2200,Par 54 par-3 executive
"Auld Course, The","Chula Vista, CA",SD,18,,Back,M,,,6889,Par 72; rating not published
Salt Creek Golf Club,"Chula Vista, CA",SD,18,,Back,M,73.4,132,6855,Par 72; closed 2018
Cottonwood Golf Club (The Lakes course),"El Cajon, CA",SD,18,,Back,M,69.5,116,6597,Par 71
Singing Hills Country Club At Sycuan (Oak Glen),"El Cajon, CA",SD,18,,Back,M,71.3,122,6597,Par 72
Singing Hills Country Club at Sycuan (Pine Glen),"El Cajon, CA",SD,18,,Back,M,53.6,81,2508,9-hole par 27 par-3
Singing Hills Country Club At Sycuan (Willows Glen),"El Cajon, CA",SD,18,,Back,M,72.3,128,6687,Par 72
Sycuan Resort (Pine Glen course),"El Cajon, CA",SD,18,,Back,M,53.6,81,2508,9-hole par 27; same as Singing Hills Pine Glen
Eagle Crest Golf Club,"Escondido, CA",SD,18,,Back,M,71.6,136,6417,Par 72; now Dos Osos GC
Escondido Country Club,"Escondido, CA",SD,18,,Back,M,70.7,125,6140,Par 70; private
Meadow Lake Golf Club,"Escondido, CA",SD,18,,Championship,M,71.5,131,6419,Par 72; may be closed
Reidy Creek Golf Course,"Escondido, CA",SD,18,,Back,M,54.0,100,2600,Par 54 par-3; municipal
"Vineyard at Escondido, The","Escondido, CA",SD,18,,Back,M,71.2,127,6531,Par 70; municipal
"Welk Resort, The - San Diego (Fountains course)","Escondido, CA",SD,18,,Back,M,58.9,102,4024,Par 61 executive
"Welk Resort, The -San Diego (Oaks course)","Escondido, CA",SD,18,,Back,M,,113,1837,Par 54 par-3
Fallbrook Golf Club,"Fallbrook, CA",SD,18,,Back,M,69.9,119,6223,Par 72
The Golf Club of California,"Fallbrook, CA",SD,18,,Back,M,73.7,147,6850,Par 72; private; slope near max
La Jolla Beach & Tennis Club,"La Jolla, CA",SD,18,,Back,M,50.8,80,1362,9-hole par 27 par-3 (Spindrift)
Barona Creek Golf Club,"Lakeside, CA",SD,18,,Back,M,73.8,140,7075,Par 71
Willowbrook Country Club,"Lakeside, CA",SD,18,,Back,M,68.5,123,5926,Par 72; public
National City Golf Course,"National City, CA",SD,18,,Blue,M,31.7,102,2197,9-hole par 34; municipal
Arrowood Golf Club,"Oceanside, CA",SD,18,,Back,M,72.9,135,6721,Par 71; back-tee rating varies across sources
El Camino Country Club,"Oceanside, CA",SD,18,,Back,M,72.9,134,6840,Par 72; private
Emerald Isle Golf Course,"Oceanside, CA",SD,18,,Back,M,55.4,110,2452,Par 56 par-3/executive
Goat Hill Park Golf Course,"Oceanside, CA",SD,18,,Back,M,64.6,103,4470,Par 65 executive
Ocean Hills Country Club,"Oceanside, CA",SD,18,,Back,M,53.9,82,2138,Par 55 executive (55+ community)
Oceanside Golf Course,"Oceanside, CA",SD,18,,Back,M,71.3,123,6480,Par 72; municipal
Stoneridge Country Club,"Poway, CA",SD,18,,Back,M,71.9,133,6500,Par 72; closed 2017
Mt. Woodson Golf Club,"Ramona, CA",SD,18,,Back,M,68.3,130,6113,Par 70
San Vicente Inn & Golf Club,"Ramona, CA",SD,18,,Back,M,73.7,135,6822,Par 72
"Bridges at Rancho Santa Fe, The","Rancho Santa Fe, CA",SD,18,,Back,M,73.9,139,7002,Par 71; private; RTJ II
Del Mar Country Club,"Rancho Santa Fe, CA",SD,18,,Back,M,74.4,133,6950,Par 72; private
Fairbanks Ranch Country Club,"Rancho Santa Fe, CA",SD,18,,Valley/Lakes,M,74.9,131,7196,Par 72; private; 27 holes
Morgan Run Resort & Club - North,"Rancho Santa Fe, CA",SD,18,,Back,M,71.1,123,6600,Par 71; North/East combo (now La Valle Coastal Club)
Morgan Run Resort & Club - South,"Rancho Santa Fe, CA",SD,18,,Back,M,71.0,125,6614,Par 71; South/North combo
Rancho Santa Fe Farms Golf Club,"Rancho Santa Fe, CA",SD,18,,Back,M,73.8,142,6947,Par 72; private (The Farms GC)
Rancho Santa Fe Golf Club,"Rancho Santa Fe, CA",SD,18,,Back,M,74.9,142,7035,Par 72; private; Max Behr design
3 Par at Four Points,"San Diego, CA",SD,18,,Back,M,27.0,80,793,9-hole par 27 par-3
Admiral Baker Golf Course (North),"San Diego, CA",SD,18,,Back,M,72.4,126,6811,Par 72; military
Admiral Baker Golf Course (South),"San Diego, CA",SD,18,,Back,M,68.8,120,6051,Par 72; military
Balboa Park Municipal Golf Club,"San Diego, CA",SD,18,,Back,M,71.1,127,6267,Par 72; municipal
Bernardo Heights Country Club,"San Diego, CA",SD,18,,Blue,M,73.0,133,6679,Par 72; private
Carmel Mountain Ranch Country Club,"San Diego, CA",SD,18,,Back,M,73.2,133,6627,Par 71
Colina Park Golf Course,"San Diego, CA",SD,18,,Back,M,49.9,80,1250,Par 54 par-3
DoubleTree Carmel Highland Resort,"San Diego, CA",SD,18,,Back,M,71.0,123,6428,Par 72 (Carmel Highland)
DoubleTree Golf Resort,"San Diego, CA",SD,18,,Back,M,71.0,123,6428,Par 72; same as Carmel Highland Resort
Miramar Memorial Golf Course,"San Diego, CA",SD,18,,Back,M,72.2,126,6818,Par 72; military (MCAS Miramar)
Mission Bay Golf Course,"San Diego, CA",SD,18,,Back,M,53.4,73,2715,Par 58 executive; municipal
Naval Station Golf Course,"San Diego, CA",SD,18,,Back,M,70.3,117,6275,Par 72; military (Sea 'N Air
Oaks North Golf Club (East course),"San Diego, CA",SD,18,,Back,M,59.0,86,3608,Par 30 executive; East/South combo
Oaks North Golf Club (North course),"San Diego, CA",SD,18,,Back,M,59.0,86,3620,Par 30 executive; North/South combo
Oaks North Golf Club (South course),"San Diego, CA",SD,18,,Back,M,59.0,86,3620,Par 30 executive; North/South combo
Presidio Hills Golf Course,"San Diego, CA",SD,18,,Back,M,,,1325,Par 54 pitch & putt (irons/putter only)
Rancho Bernardo Golf Club,"San Diego, CA",SD,18,,Back,M,72.3,133,6631,Par 72; Rancho Bernardo Inn
Riverwalk Golf Club (Friars),"San Diego, CA",SD,18,,Back,M,71.9,128,6540,Par 72; Friars/Presidio combo
Riverwalk Presidio (Mission),"San Diego, CA",SD,18,,Back,M,70.8,126,6540,Par 72; Mission/Friars combo
Sail Ho Golf Club,"San Diego, CA",SD,18,,Back,M,,,2100,9-hole; now The Loma Club (Liberty Station); rating not published
Steele Canyon Golf Club (Canyon/Ranch),"San Diego, CA",SD,18,,Back,M,73.1,139,6781,Par 71; Gary Player; Jamul
Steele Canyon Golf Club (Meadow/Canyon),"San Diego, CA",SD,18,,Back,M,71.0,133,6571,Par 72; combo figure
Steele Canyon Golf Club (Ranch/Meadow),"San Diego, CA",SD,18,,Back,M,73.7,141,6908,Par 72; combo figure
Tecolote Canyon Golf Course,"San Diego, CA",SD,18,,Back,M,55.6,100,3161,Par 58 executive; municipal
The Heights Golf Club,"San Diego, CA",SD,18,,Blue,M,73.0,133,6679,Par 72; same as Bernardo Heights CC
Town Park Villas,"San Diego, CA",SD,18,,Back,M,26.1,101,,Par-3 community course
Lake San Marcos Country Club,"San Marcos, CA",SD,18,,Back,M,,,,Par 72; now St. Mark GC; may be closed; rating not published
Lomas Santa Fe Country Club,"Solana Beach, CA",SD,18,,Back,M,72.4,133,6607,Par 72; private
Skyline Ranch,"Valley Center, CA",SD,18,,Back,M,,90,1507,9-hole par 29 executive
Woods Valley Golf Club,"Valley Center, CA",SD,18,,Black,M,72.2,131,6670,Par 72; now Native Oaks GC
Shadowridge Golf Club,"Vista, CA",SD,18,,Back,M,73.9,131,7002,Par 72; private
Vista Valley Country Club,"Vista, CA",SD,18,,Back,M,73.2,137,6529,Par 72; private
Warner Springs Ranch,"Warner Springs, CA",SD,18,,Back,M,71.7,121,6850,Par 72
Apache Creek Golf Club,"Apache Junction, AZ",AZ,18,,Back,M,71.0,123,6541,Par 72
Mountain Brook Golf Club,"Apache Junction, AZ",AZ,18,,Back,M,69.7,119,6641,Par 71
Roadhaven Golf Course,"Apache Junction, AZ",AZ,18,,Back,M,22.0,62,1700,9-hole par 27 executive
Coldwater Golf Club,"Avondale, AZ",AZ,18,,Back,M,71.3,121,6758,Par 72
Mesa View Golf Course,"Bagdad, AZ",AZ,18,,Back,M,29.5,89,1671,9-hole par 30
Coyote Hills Golf Course at Benson Country Club,"Benson, AZ",AZ,18,,Back,M,72.1,134,6510,Par 70
San Pedro Golf Course,"Benson, AZ",AZ,18,,Back,M,73.0,130,7313,Par 72
Sundance Golf Club,"Buckeye, AZ",AZ,18,,Back,M,72.0,125,6944,Par 72
Chaparral Country Club,"Bullhead City, AZ",AZ,18,,Back,M,32.9,100,2344,9-hole; semi-private
Riverview RV Resort & Golf Club,"Bullhead City, AZ",AZ,18,,Back,M,28.5,89,1160,9-hole par 27 par-3
Dave White Municipal Golf Course,"Casa Grande, AZ",AZ,18,,Back,M,69.9,120,6316,Par 72; municipal
Francisco Grande Hotel & Golf Resort,"Casa Grande, AZ",AZ,18,,Back,M,74.9,126,7594,Par 72
Francisco Grande Resort & Golf Club,"Casa Grande, AZ",AZ,18,,Back,M,74.9,126,7594,Par 72; same as Francisco Grande Hotel
Mission Royale Golf Club,"Casa Grande, AZ",AZ,18,,Back,M,71.1,123,6700,Par 72
Tierra Grande Country Club,"Casa Grande, AZ",AZ,18,,Back,M,31.5,101,4433,Par 67 executive
Rancho Manana Golf Club,"Cave Creek, AZ",AZ,18,,Back,M,67.8,125,6004,Par 70
Tatum Ranch Golf Club,"Cave Creek, AZ",AZ,18,,Back,M,71.8,127,6856,Par 72
Ironwood Country Club,"Chandler, AZ",AZ,18,,Back,M,64.1,99,5163,Par 67 executive (Sun Lakes)
Ocotillo Golf Course,"Chandler, AZ",AZ,18,,Back,M,72.2,133,7016,Par 72; Oasis/Sky combo (27 holes)
Sheraton San Marcos Country Club,"Chandler, AZ",AZ,18,,Back,M,71.0,124,6661,Par 72
Springfield Golf Course,"Chandler, AZ",AZ,18,,Back,M,60.9,99,4231,Par 61 executive
Whirlwind Golf Club at Wild Horse Pass (Devils Claw course),"Chandler, AZ",AZ,18,,Back,M,72.8,131,7017,Par 72
Concho Valley Country Club,"Concho, AZ",AZ,18,,Championship,M,70.2,124,6656,Par 72
Verde Santa Fe Golf Club,"Cornville, AZ",AZ,18,,Back,M,69.3,116,6287,Par 71
Prescott Golf & Country Club,"Dewey, AZ",AZ,18,,Blue,M,71.2,124,6783,Par 72
Flagstaff Ranch Golf Club,"Flagstaff, AZ",AZ,18,,Back,M,73.1,140,7127,Par 71; private
Desert Canyon Golf Club,"Fountain Hills, AZ",AZ,18,,Back,M,69.9,126,6415,Par 71
Eagle Mountain Golf Club,"Fountain Hills, AZ",AZ,18,,Back,M,71.7,139,6800,Par 71
Santa Rita Golf Club,"Corona de Tucson, AZ",AZ,18,,Back,M,70.2,125,6523,Par 72; Red Lawrence design (Vail)
Quailwood Greens Golf Course,"Dewey, AZ",AZ,18,,Back,M,64.1,109,5258,Par 68
Douglas Golf Club,"Douglas, AZ",AZ,18,,Back,M,71.3,125,6779,Par 71; municipal
Greenlee Country Club,"Duncan, AZ",AZ,18,,Back,M,68.1,110,3192,9-hole par 36; 18-hole rating shown
Pueblo El Mirage RV Resort & Country Club,"El Mirage, AZ",AZ,18,,Back,M,71.1,125,6596,Par 72
Grande Valley Golf Club,"Eloy, AZ",AZ,18,,Back,M,72.6,117,7183,Par 72
Aspen Valley Golf Club,"Flagstaff, AZ",AZ,18,,Back,M,72.5,135,6889,Par 72
Elden Hills Golf Course,"Flagstaff, AZ",AZ,18,,Back,M,66.6,115,6029,Par 72; now Continental CC
Desert Lakes Golf Course,"Fort Mohave, AZ",AZ,18,,Back,M,70.5,119,6569,Par 72; now Huukan GC
SunRidge Canyon Golf Club,"Fountain Hills, AZ",AZ,18,,Back,M,73.4,140,6823,Par 71; Keith Foster design
Greenfield Lakes Golf Course,"Gilbert, AZ",AZ,18,,Back,M,59.8,91,4107,Par 62 executive
Kokopelli Golf Course,"Gilbert, AZ",AZ,18,,Back,M,72.1,135,6716,Par 72
Western Skies Golf Club,"Gilbert, AZ",AZ,18,,Back,M,70.3,123,6744,Par 72
The 500 Club,"Glendale, AZ",AZ,18,,Black,M,72.5,123,6867,Par 72
Bellaire Golf Course,"Glendale, AZ",AZ,18,,Back,M,,90,3493,Par 59 executive (18 holes)
Desert Mirage Golf Course,"Glendale, AZ",AZ,18,,Back,M,59.3,91,2095,9-hole par 31 executive
Glen Lakes Municipal Golf Course,"Glendale, AZ",AZ,18,,Back,M,31.0,98,2486,9-hole par 33
The Legend at Arrowhead,"Glendale, AZ",AZ,18,,Championship,M,73.0,129,7005,Par 72; Arnold Palmer design
Cobre Valle Country Club,"Globe, AZ",AZ,18,,Back,M,34.9,116,3338,9-hole par 36; semi-private
Gold Canyon Golf Resort,"Gold Canyon, AZ",AZ,18,,Back,M,71.9,145,6008,Par 70; Dinosaur Mountain course
Palm Valley Golf Club (The Palms course),"Goodyear, AZ",AZ,18,,Back,M,73.0,130,7015,Par 72; Arthur Hills design
Tres Rios at Estrella Mountain,"Goodyear, AZ",AZ,18,,Back,M,71.4,121,6846,Par 71; formerly Estrella Mountain GC
Trilogy Golf Course,"Higley, AZ",AZ,18,,Back,M,71.5,126,6932,Par 71; Trilogy at Power Ranch
Hamilton Ranch Golf Resort,"Littlefield, AZ",AZ,18,,Back,M,,,,9-hole (Beaver Dam); rating not published
Ahwatukee Country Club,"Phoenix, AZ",AZ,18,,Back,M,71.5,126,6713,Par 72
Anthem Golf & Country Club (Persimmon),"Phoenix, AZ",AZ,18,,Back,M,74.5,139,7219,Par 72; Greg Nash design (Anthem)
Arizona Biltmore Country Club (Adobe course),"Phoenix, AZ",AZ,18,,Black,M,70.2,120,6430,Par 71; built 1928
Arizona Country Club,"Phoenix, AZ",AZ,18,,Back,M,72.3,133,6735,Par 72; private
Cave Creek Golf Course,"Phoenix, AZ",AZ,18,,Back,M,71.8,124,6876,Par 72; municipal
Club West Golf Course,"Phoenix, AZ",AZ,18,,Back,M,73.1,129,7142,Par 72; closed
El Caro Golf Club,"Phoenix, AZ",AZ,18,,Back,M,55.5,80,3300,Par 60 executive; closed 2007
Encanto Nine Golf Course,"Phoenix, AZ",AZ,18,,Back,M,29.0,79,1730,9-hole par 30 executive
Encanto Park Golf Course,"Phoenix, AZ",AZ,18,,Back,M,69.0,111,6386,Par 70; municipal (Encanto 18)
The Foothills Golf Club,"Phoenix, AZ",AZ,18,,Back,M,73.2,132,6968,Par 72; Weiskopf/Morrish design
The Lakes At Ahwatukee,"Phoenix, AZ",AZ,18,,Back,M,62.6,99,4019,Par 60 executive
The Legacy Golf Resort,"Phoenix, AZ",AZ,18,,Back,M,72.1,128,6816,Par 72; Gary Panks design
Maryvale Municipal Golf Course,"Phoenix, AZ",AZ,18,,Blue,M,70.7,120,6646,Par 72; now Grand Canyon University GC
Moon Valley Country Club,"Phoenix, AZ",AZ,18,,Back,M,74.3,131,7210,Par 72; private
Palo Verde Golf Course,"Phoenix, AZ",AZ,18,,Back,M,57.1,78,1820,9-hole par 30 executive; municipal
Papago Golf Course,"Phoenix, AZ",AZ,18,,Black,M,75.0,130,7333,Par 72; municipal
Paradise Peak West,"Phoenix, AZ",AZ,18,,Back,M,31.1,101,1437,9-hole par 29 executive
Paradise Valley Park Golf Course,"Phoenix, AZ",AZ,18,,Back,M,59.2,88,4082,Par 61 executive
Phantom Horse Golf Club,"Phoenix, AZ",AZ,18,,Back,M,68.8,124,6336,Par 71; now Arizona Grand Resort
Phoenix Country Club,"Phoenix, AZ",AZ,18,,Back,M,72.4,129,6764,Par 71; private
Pointe Golf Club on Lookout Mountain,"Phoenix, AZ",AZ,18,,Back,M,71.2,135,6617,Par 72; Lookout Mtn at Pointe Hilton Tapatio Cliffs
The Pointe Hilton Golf Club on Lookout Mtn,"Phoenix, AZ",AZ,18,,Back,M,71.2,135,6617,Par 72; same as Pointe GC on Lookout Mountain
The Raven Golf Club at South Mountain,"Phoenix, AZ",AZ,18,,Back,M,72.8,130,7078,Par 72; Graham/Panks design
Villa de Paz Golf Course,"Phoenix, AZ",AZ,18,,Back,M,70.1,123,6700,Par 71
Vistal Golf Club,"Phoenix, AZ",AZ,18,,Blue,M,72.9,129,7013,Par 71
Continental Golf Course,"Scottsdale, AZ",AZ,18,,Back,M,58.4,85,3766,Par 60 executive
The Country Club at DC Ranch,"Scottsdale, AZ",AZ,18,,Back,M,73.0,133,6888,Par 71; private
Desert Highlands Golf Club,"Scottsdale, AZ",AZ,18,,Back,M,73.9,151,7072,Par 72; private; Nicklaus design
Gainey Ranch Golf Club (Arroyo),"Scottsdale, AZ",AZ,18,,Back,M,,128,3424,9-hole (Arroyo); 27-hole facility; private
McCormick Ranch Golf Club (Pine course),"Scottsdale, AZ",AZ,18,,Back,M,74.4,135,7187,Par 72; Desmond Muirhead design
Sanctuary Golf Course at Westworld,"Scottsdale, AZ",AZ,18,,Back,M,,135,6624,Par 71; back-tee rating not published
Scottsdale Country Club,"Scottsdale, AZ",AZ,18,,Back,M,68.8,124,6304,Par 70; now Starfire GC; 27-hole facility
Scottsdale Silverado Golf Club,"Scottsdale, AZ",AZ,18,,Gold,M,,119,6313,Par 70; published back-tee rating varies
Terravita Golf Club,"Scottsdale, AZ",AZ,18,,Back,M,74.4,139,7186,Par 72; private
TPC of Scottsdale,"Scottsdale, AZ",AZ,18,,Back,M,74.7,142,7261,Par 71; Stadium Course
Mountain View Golf Course,"Battle Mountain, NV",NV,18,,Back,M,34.6,121,3120,9-hole par 35
Boulder City Municipal Golf Course,"Boulder City, NV",NV,18,,Blue,M,70.7,123,6528,Par 72; municipal
Boulder Creek Golf Club (Coyote Run),"Boulder City, NV",NV,18,,Back,M,75.1,137,7251,Par 72; Coyote Run/Eldorado combo; 27-hole facility
Empire Ranch Golf Club (Sierra-9 course),"Carson City, NV",NV,18,,Back,M,71.0,124,6733,Par 72; Sierra/River combo; 27-hole facility
